site_code,plot_id,transect,abund,genus_species
CBLM_FL1S,CBLM_FL1S_P3,3,1,Plectroglyphidodon lacrymatus
CBLM_FL1S,CBLM_FL1S_P3,3,1,Anampses neoguinaicus
CBLM_FL1S,CBLM_FL1S_P2,2,2,Pomacentrus bankanensis
CBLM_FL1S,CBLM_FL1S_P1,1,2,Chromis margaritifer
CBHE_BA1D,CBHE_BA1D_P3,3,1,Pomacentrus bankanensis
CBHE_BA1D,CBHE_BA1D_P3,3,1,Thalassoma lunare
CBHE_BA1D,CBHE_BA1D_P3,3,1,Thalassoma lunare
CBHE_BA1D,CBHE_BA1D_P3,3,3,Thalassoma lunare
CBHE_BA1D,CBHE_BA1D_P3,3,1,Thalassoma lunare
CBHE_BA1D,CBHE_BA1D_P3,3,1,Thalassoma lunare
CBHE_BA1D,CBHE_BA1D_P2,2,10,Pomacentrus moluccensis
CBHE_BA1D,CBHE_BA1D_P2,2,5,Pomacentrus moluccensis
CBHE_BA1D,CBHE_BA1D_P2,2,6,Pomacentrus brachialis
CBHE_BA1D,CBHE_BA1D_P2,2,1,Thalassoma lutescens
CBHE_BA1D,CBHE_BA1D_P1,1,2,Pomacentrus brachialis
CBHE_BA1D,CBHE_BA1D_P1,1,1,Chrysiptera talboti
CBHE_BA1D,CBHE_BA1D_P1,1,3,Chrysiptera rollandi
CBHE_BA1D,CBHE_BA1D_P1,1,2,Thalassoma lunare
CBHE_BA1D,CBHE_BA1D_P1,1,1,Ptereleotris evides
CBHE_BA1D,CBHE_BA1D_P1,1,2,Ptereleotris evides
CBLM_FL2S,CBLM_FL2S_P4,4,1,Thalassoma amblycephalum
CBLM_FL2S,CBLM_FL2S_P3,3,2,Pomacentrus bankanensis
CBLM_FL2S,CBLM_FL2S_P3,3,2,Pomacentrus coelestis
CBLM_FL2S,CBLM_FL2S_P2,2,1,Thalassoma lunare
CBLM_FL2S,CBLM_FL2S_P2,2,5,Plectroglyphidodon lacrymatus
CBLM_FL2S,CBLM_FL2S_P1,1,2,Pomacentrus moluccensis
CBLM_FL2S,CBLM_FL2S_P1,1,1,Pomacentrus bankanensis
CBLM_FL2S,CBLM_FL2S_P1,1,3,Pomacentrus bankanensis
CBHE_BA1S,CBHE_BA1S_P4,4,5,Pomacentrus bankanensis
CBHE_BA1S,CBHE_BA1S_P4,4,2,Amblyglyphidodon curacao
CBHE_BA1S,CBHE_BA1S_P4,4,1,Assessor macneilli
CBHE_BA1S,CBHE_BA1S_P4,4,2,Labropsis australis
CBHE_FR2D,CBHE_FR2D_P4,4,6,Pomacentrus moluccensis
MO_FR2D,ONMO_FR2D_P1,1,2,Stegastes nigricans
MO_FR2D,ONMO_FR2D_P3,3,1,Amblyglyphidodon curacao
MO_FR2D,ONMO_FR2D_P3,3,3,Neoglyphidodon nigroris
MO_FR2D,ONMO_FR2D_P4,4,1,Acanthochromis polyacanthus
MO_BA2D,ONMO_BA2D_P1,1,15,Neopomacentrus azysron
MO_BA2D,ONMO_BA2D_P1,1,1,Chromis atripectoralis
MO_BA2D,ONMO_BA2D_P1,1,11,Pomacentrus brachialis
MO_BA2D,ONMO_BA2D_P1,1,14,Pomacentrus moluccensis
MO_BA2D,ONMO_BA2D_P1,1,1,Halichoeres melanurus
MO_BA2D,ONMO_BA2D_P2,2,2,Chrysiptera rollandi
MO_BA2D,ONMO_BA2D_P2,2,8,Pomacentrus lepidogenys
MO_BA2D,ONMO_BA2D_P2,2,3,Thalassoma lunare
MO_BA2D,ONMO_BA2D_P3,3,1,Chromis lepidolepis
MO_BA2D,ONMO_BA2D_P3,3,5,Pomacentrus moluccensis
MO_BA2D,ONMO_BA2D_P3,3,2,Labroides dimidiatus
MO_BA2D,ONMO_BA2D_P4,4,2,Pomacentrus nagasakiensis
MO_BA2D,ONMO_BA2D_P4,4,15,Cirrhilabrus punctatus
MO_BA2S,ONMO_BA2S_P1,1,2,Chromis lepidolepis
MO_BA2S,ONMO_BA2S_P1,1,30,Neopomacentrus azysron
MO_BA2S,ONMO_BA2S_P1,1,27,Pomacentrus moluccensis
MO_BA2S,ONMO_BA2S_P1,1,10,Pomacentrus lepidogenys
MO_BA2S,ONMO_BA2S_P1,1,1,Thalassoma hardwicke
MO_BA2S,ONMO_BA2S_P1,1,1,Thalassoma lunare
MO_BA2S,ONMO_BA2S_P2,2,9,Chromis atripectoralis
MO_BA2S,ONMO_BA2S_P2,2,6,Pomacentrus philippinus
MO_BA2S,ONMO_BA2S_P3,3,1,Pomacentrus bankanensis
MO_BA2S,ONMO_BA2S_P3,3,1,Thalassoma hardwicke
MO_BA2S,ONMO_BA2S_P4,4,3,Pomacentrus moluccensis
MO_BA2S,ONMO_BA2S_P4,4,2,Pomacentrus lepidogenys
MO_LA1D,ONMO_LA1D_P1,1,3,Chrysiptera rollandi
MO_LA1D,ONMO_LA1D_P1,1,2,Chrysiptera rollandi
MO_LA1D,ONMO_LA1D_P2,2,1,Premnas biaculeatus
MO_LA1D,ONMO_LA1D_P2,2,1,Pomacentrus amboinensis
MO_LA1D,ONMO_LA1D_P3,3,1,Chrysiptera rollandi
MO_LA1S,ONMO_LA1S_P1,1,9,Pomacentrus moluccensis
MO_LA1S,ONMO_LA1S_P2,2,1,Pomacentrus wardi
MO_LA1S,ONMO_LA1S_P4,4,1,Chrysiptera rollandi
MO_BA1D,ONMO_BA1D_P1,1,1,Chrysiptera talboti
MO_BA1D,ONMO_BA1D_P1,1,1,Pomacentrus brachialis
MO_BA1D,ONMO_BA1D_P1,1,1,Amphiprion akindynos
MO_BA1D,ONMO_BA1D_P1,1,1,Amphiprion akindynos
MO_BA1D,ONMO_BA1D_P2,2,8,Chromis ternatensis
MO_BA1D,ONMO_BA1D_P2,2,6,Dascyllus reticulatus
MO_BA1D,ONMO_BA1D_P2,2,2,Pomacentrus lepidogenys
MO_BA1D,ONMO_BA1D_P3,3,1,Pomacentrus wardi
MO_BA1D,ONMO_BA1D_P4,4,1,Amblyglyphidodon curacao
MO_BA1D,ONMO_BA1D_P4,4,1,Chrysiptera talboti
MO_BA1D,ONMO_BA1D_P4,4,2,Dascyllus reticulatus
MO_BA1D,ONMO_BA1D_P4,4,1,Pomacentrus philippinus
MO_BA1S,ONMO_BA1S_P1,1,1,Thalassoma lunare
MO_BA1S,ONMO_BA1S_P2,2,3,Pomacentrus philippinus
MO_BA1S,ONMO_BA1S_P3,3,2,Pomacentrus philippinus
MO_BA1S,ONMO_BA1S_P3,3,4,Pomacentrus philippinus
MO_FR2S,ONMO_FR2S_P1,1,1,Pomacentrus wardi
MO_FR2S,ONMO_FR2S_P1,1,2,Pomacentrus bankanensis
MO_FR2S,ONMO_FR2S_P4,4,2,Neoglyphidodon nigroris
MO_FR2S,ONMO_FR2S_P4,4,1,Plectroglyphidodon lacrymatus
MO_FR2S,ONMO_FR2S_P4,4,1,Pomacentrus lepidogenys
MO_FR1S,ONMO_FR1S_P1,1,1,Acanthochromis polyacanthus
MO_FR1S,ONMO_FR1S_P1,1,1,Pomacentrus philippinus
MO_FR1S,ONMO_FR1S_P1,1,3,Stegastes fasciolatus
MO_FR1S,ONMO_FR1S_P4,4,1,Thalassoma lutescens
MO_FR1S,ONMO_FR1S_P4,4,1,Thalassoma hardwicke
MO_FR1D,ONMO_FR1D_P1,1,1,Neoglyphidodon nigroris
MO_FR1D,ONMO_FR1D_P2,2,1,Pomacentrus wardi
MO_FR1D,ONMO_FR1D_P3,3,1,Neoglyphidodon nigroris
MO_FR1D,ONMO_FR1D_P3,3,1,Neoglyphidodon nigroris
MO_FR1D,ONMO_FR1D_P4,4,1,Pomacentrus wardi
OCDA_FR1S,OCDA_FR1S_P3,3,13,Pomacentrus lepidogenys
OCDA_FR1S,OCDA_FR1S_P2,2,13,Pomacentrus moluccensis
OCDA_FR1S,OCDA_FR1S_P1,1,1,Pomacentrus moluccensis
OCDA_BA1D,OCDA_BA1D_P1,1,5,Amblyglyphidodon curacao
OCDA_BA1D,OCDA_BA1D_P1,1,5,Amblyglyphidodon curacao
OCDA_BA1D,OCDA_BA1D_P4,4,1,Amblyglyphidodon leucogaster
OCDA_BA1D,OCDA_BA1D_P3,3,1,Amblyglyphidodon leucogaster
OCDA_BA1D,OCDA_BA1D_P2,2,1,Chrysiptera talboti
OCDA_BA1D,OCDA_BA1D_P4,4,3,Acanthochromis polyacanthus
OCDA_BA1S,OCDA_BA1S_P4,4,10,Pomacentrus lepidogenys
OCDA_FR1S,OCDA_FR1S_P4,4,1,Pomacentrus wardi
OCDA_FR1S,OCDA_FR1S_P4,4,2,Pomacentrus wardi
OCDA_FR1S,OCDA_FR1S_P1,1,4,Pomacentrus wardi
OCDA_FR1S,OCDA_FR1S_P2,2,1,Pomacentrus chrysurus
OCDA_FR1S,OCDA_FR1S_P3,3,2,Plectroglyphidodon leucozonus
OCDA_BA1S,OCDA_BA1S_P3,3,8,Pomacentrus moluccensis
OCDA_BA1S,OCDA_BA1S_P1,1,1,Pomacentrus wardi
OCDA_BA1S,OCDA_BA1S_P4,4,2,Pomacentrus chrysurus
OCDA_BA1S,OCDA_BA1S_P4,4,1,Pomacentrus chrysurus
OCDA_BA1S,OCDA_BA1S_P4,4,1,Chrysiptera rollandi
OCDA_BA1S,OCDA_BA1S_P3,3,1,Stegastes apicalis
OCDA_BA1S,OCDA_BA1S_P3,3,18,Chromis atripectoralis
OCDA_BA1S,OCDA_BA1S_P3,3,11,Neopomacentrus azysron
OCDA_BA1S,OCDA_BA1S_P1,1,4,Pomacentrus coelestis
OCCH_BA2S,OCCH_BA2S_P2,2,6,Pomacentrus lepidogenys
OCCH_BA2S,OCCH_BA2S_P4,4,5,Dascyllus reticulatus
OCCH_BA2S,OCCH_BA2S_P1,1,1,Amblyglyphidodon curacao
OCDA_BA2D,OCDA_BA2D_P3,3,1,Chrysiptera rollandi
OCDA_BA2D,OCDA_BA2D_P4,4,1,Amblyglyphidodon curacao
OCCH_FL1S,OCCH_FL1S_P2,2,2,Pomacentrus brachialis
OCDA_BA2D,OCDA_BA2D_P2,2,1,Amblyglyphidodon leucogaster
OCDA_BA2D,OCDA_BA2D_P3,3,1,Neoglyphidodon nigroris
OCDA_BA2S,OCDA_BA2S_P4,4,1,Pomacentrus brachialis
OCDA_BA2S,OCDA_BA2S_P3,3,1,Pomacentrus lepidogenys
OCDA_BA2S,OCDA_BA2S_P3,3,1,Pomacentrus wardi
OCDA_BA2S,OCDA_BA2S_P4,4,35,Chromis atripectoralis
OCDA_BA2S,OCDA_BA2S_P3,3,19,Chromis atripectoralis
OCCH_BA1S,OCCH_BA1S_P4,4,1,Chrysiptera talboti
OCCH_BA1S,OCCH_BA1S_P3,3,1,Plectroglyphidodon leucozonus
OCCH_BA1S,OCCH_BA1S_P1,1,1,Neoglyphidodon melas
OCDA_BA2S,OCDA_BA2S_P4,4,2,Acanthochromis polyacanthus
PAPE_FR1S,PAPE_FR1S_P3,3,48,Pomacentrus moluccensis
PAPE_FR1S,PAPE_FR1S_P1,1,20,Neopomacentrus azysron
PAPE_FR1S,PAPE_FR1S_P3,3,10,Stegastes apicalis
OCDA_FL1D,OCDA_FL1D_P3,3,7,Pomacentrus brachialis
OCDA_FL1D,OCDA_FL1D_P3,3,2,Amblyglyphidodon curacao
OCDA_FL1D,OCDA_FL1D_P3,3,1,Amblyglyphidodon leucogaster
OCDA_FL1D,OCDA_FL1D_P1,1,1,Pomacentrus lepidogenys
PAOR_FL1D,PAOR_FL1D_P2,2,2,Pomacentrus wardi
PAOR_FL1D,PAOR_FL1D_P1,1,3,Pomacentrus wardi
PAOR_FL1D,PAOR_FL1D_P4,4,1,Pomacentrus nagasakiensis
PAOR_FL1D,PAOR_FL1D_P3,3,3,Pomacentrus nagasakiensis
OCDA_FL1D,OCDA_FL1D_P2,2,2,Pomacentrus amboinensis
OCDA_FL1D,OCDA_FL1D_P1,1,1,Chrysiptera rollandi
OCDA_FL1D,OCDA_FL1D_P2,2,3,Pomacentrus spp
OCDA_FL1S,OCDA_FL1S_P2,2,26,Pomacentrus lepidogenys
OCDA_FL1S,OCDA_FL1S_P3,3,2,Pomacentrus moluccensis
OCDA_FL1S,OCDA_FL1S_P2,2,3,Pomacentrus brachialis
OCDA_FL1S,OCDA_FL1S_P3,3,3,Plectroglyphidodon leucozonus
PAOR_FL1D,PAOR_FL1D_P1,1,2,Pomacentrus nagasakiensis
PAOR_FL1D,PAOR_FL1D_P1,1,8,Pomacentrus moluccensis
PAPE_BA2S,PAPE_BA2S_P3,3,13,Pomacentrus moluccensis
PAPE_BA2S,PAPE_BA2S_P2,2,7,Pomacentrus moluccensis
PAPE_BA2S,PAPE_BA2S_P1,1,45,Pomacentrus moluccensis
PAPE_BA2S,PAPE_BA2S_P3,3,1,Pomacentrus chrysurus
PAPE_BA2S,PAPE_BA2S_P2,2,3,Pomacentrus chrysurus
PAPE_BA2S,PAPE_BA2S_P2,2,2,Pomacentrus amboinensis
PAPE_BA2S,PAPE_BA2S_P3,3,2,Amblyglyphidodon curacao
PAPE_BA2S,PAPE_BA2S_P2,2,1,Pomacentrus spp
PAPE_BA2S,PAPE_BA2S_P2,2,5,Pomacentrus nagasakiensis
PAPE_BA2S,PAPE_BA2S_P2,2,5,Pomacentrus nagasakiensis
OCDA_FL1S,OCDA_FL1S_P1,1,1,Plectroglyphidodon leucozonus
OCDA_FL1S,OCDA_FL1S_P2,2,13,Neopomacentrus azysron
OCDA_FL1S,OCDA_FL1S_P4,4,2,Stegastes apicalis
OCDA_FL1S,OCDA_FL1S_P1,1,5,Amphiprion melanopus
PAPE_FR1D,PAPE_FR1D_P4,4,2,Pomacentrus wardi
PAPE_FR1D,PAPE_FR1D_P1,1,2,Stegastes apicalis
PAPE_FR1D,PAPE_FR1D_P2,2,1,Pomacentrus moluccensis
PAPE_FR1D,PAPE_FR1D_P1,1,2,Pomacentrus moluccensis
PAPE_FR1D,PAPE_FR1D_P1,1,2,Pomacentrus spp
PAPE_FR1D,PAPE_FR1D_P1,1,3,Pomacentrus spp
OCLB_BA1S,OCLB_BA1S_P2,2,2,Pomacentrus brachialis
OCLB_BA1S,OCLB_BA1S_P3,3,9,Pomacentrus moluccensis
OCLB_BA1S,OCLB_BA1S_P2,2,3,Pomacentrus moluccensis
OCLB_BA1S,OCLB_BA1S_P4,4,1,Pomacentrus amboinensis
OCLB_BA1S,OCLB_BA1S_P3,3,1,Neoglyphidodon polyacanthus
PAPE_BA1S,PAPE_BA1S_P4,4,23,Pomacentrus moluccensis
PAPE_BA1S,PAPE_BA1S_P3,3,34,Pomacentrus moluccensis
PAPE_BA1S,PAPE_BA1S_P2,2,11,Pomacentrus moluccensis
PAPE_BA1S,PAPE_BA1S_P3,3,5,Acanthochromis polyacanthus
PAPE_BA1S,PAPE_BA1S_P1,1,1,Stegastes apicalis
OCLB_FL1S,OCLB_FL1S_P2,2,15,Pomacentrus brachialis
OCLB_FL1S,OCLB_FL1S_P2,2,21,Pomacentrus moluccensis
PAPE_BA1S,PAPE_BA1S_P4,4,1,Neoglyphidodon melas
PAPE_BA1S,PAPE_BA1S_P3,3,1,Pomacentrus nagasakiensis
PAPE_BA1D,PAPE_BA1D_P2,2,1,Acanthochromis polyacanthus
PAPE_BA1D,PAPE_BA1D_P1,1,4,Pomacentrus moluccensis
PAPE_BA1D,PAPE_BA1D_P3,3,3,Pomacentrus amboinensis
PAPE_BA1D,PAPE_BA1D_P3,3,1,Pomacentrus spp
OCLB_FL1S,OCLB_FL1S_P1,1,17,Pomacentrus lepidogenys
OCLB_FL1S,OCLB_FL1S_P1,1,2,Pomacentrus amboinensis
OCLB_FL1S,OCLB_FL1S_P3,3,3,Amblyglyphidodon leucogaster
OCLB_FL1S,OCLB_FL1S_P1,1,2,Dischistodus melanotus
OCLB_FL1S,OCLB_FL1S_P1,1,1,Acanthochromis polyacanthus
PAPE_BA1D,PAPE_BA1D_P2,2,1,Pomacentrus spp
PAPE_BA1D,PAPE_BA1D_P1,1,2,Pomacentrus spp
PAPE_BA2D,PAPE_BA2D_P2,2,12,Pomacentrus nagasakiensis
PAPE_BA2D,PAPE_BA2D_P2,2,24,Neopomacentrus azysron
PAPE_BA2D,PAPE_BA2D_P4,4,1,Pomacentrus chrysurus
PAPE_BA2D,PAPE_BA2D_P4,4,1,Acanthochromis polyacanthus
PAPE_BA2D,PAPE_BA2D_P3,3,4,Acanthochromis polyacanthus
PAPE_BA2D,PAPE_BA2D_P4,4,1,Chrysiptera rollandi
PAPE_BA2D,PAPE_BA2D_P1,1,2,Chrysiptera rollandi
OCLB_LA1S,OCLB_LA1S_P4,4,6,Pomacentrus chrysurus
OCLB_LA1S,OCLB_LA1S_P2,2,2,Pomacentrus chrysurus
OCLB_LA1S,OCLB_LA1S_P3,3,3,Pomacentrus brachialis
OCLB_LA1S,OCLB_LA1S_P2,2,13,Chrysiptera rollandi
OCLB_LA1S,OCLB_LA1S_P2,2,1,Acanthochromis polyacanthus
OCLB_LA1S,OCLB_LA1S_P4,4,1,Neoglyphidodon polyacanthus
OCLB_LA1S,OCLB_LA1S_P2,2,3,Neoglyphidodon polyacanthus
OCDA_FR2D,OCDA_FR2D_P4,4,3,Pomacentrus moluccensis
OCDA_FR2D,OCDA_FR2D_P3,3,5,Pomacentrus moluccensis
OCDA_FR2D,OCDA_FR2D_P2,2,3,Pomacentrus moluccensis
OCDA_FR2D,OCDA_FR2D_P4,4,6,Pomacentrus lepidogenys
OCDA_FR2D,OCDA_FR2D_P2,2,14,Pomacentrus lepidogenys
OCDA_FR2D,OCDA_FR2D_P2,2,1,Pomacentrus spp
OCDA_FR2D,OCDA_FR2D_P1,1,7,Chrysiptera rollandi
OCLB_LA1S,OCLB_LA1S_P3,3,1,Amblyglyphidodon curacao
OCDA_LA1S,OCDA_LA1S_P1,1,1,Dischistodus pseudochrysopoecilus
OCDA_FR2D,OCDA_FR2D_P3,3,2,Pomacentrus amboinensis
OCDA_FR2D,OCDA_FR2D_P1,1,10,Dascyllus reticulatus
OCDA_FR2D,OCDA_FR2D_P3,3,2,Chrysiptera talboti
OCDA_FR2D,OCDA_FR2D_P1,1,2,Amblyglyphidodon leucogaster
OCDA_LA1S,OCDA_LA1S_P4,4,1,Dascyllus aruanus
OCDA_LA1S,OCDA_LA1S_P4,4,1,Dascyllus aruanus
OCDA_LA1S,OCDA_LA1S_P2,2,11,Pomacentrus moluccensis
OCDA_LA1S,OCDA_LA1S_P3,3,2,Neoglyphidodon polyacanthus
OCDA_LA1S,OCDA_LA1S_P3,3,1,Neoglyphidodon polyacanthus
OCDA_LA1S,OCDA_LA1S_P1,1,1,Neoglyphidodon polyacanthus
OCDA_FR2S,OCDA_FR2S_P1,1,6,Pomacentrus lepidogenys
OCDA_FR2S,OCDA_FR2S_P1,1,16,Pomacentrus lepidogenys
OCDA_FR2S,OCDA_FR2S_P2,2,7,Pomacentrus brachialis
OCDA_LA2S,OCDA_LA2S_P2,2,2,Pomacentrus moluccensis
OCDA_LA2S,OCDA_LA2S_P4,4,10,Pomacentrus brachialis
OCDA_LA2S,OCDA_LA2S_P2,2,2,Chrysiptera rollandi
OCDA_LA2S,OCDA_LA2S_P4,4,2,Amblyglyphidodon curacao
OCDA_LA2S,OCDA_LA2S_P3,3,1,Neoglyphidodon polyacanthus
OCDA_LA2S,OCDA_LA2S_P1,1,1,Neoglyphidodon polyacanthus
OCDA_LA2S,OCDA_LA2S_P1,1,1,Neoglyphidodon polyacanthus
OCDA_LA2S,OCDA_LA2S_P3,3,1,Dischistodus prosopotaenia
OCDA_FR2S,OCDA_FR2S_P1,1,2,Chromis margaritifer
OCDA_FR2S,OCDA_FR2S_P1,1,12,Neopomacentrus azysron
OCDA_FR1D,OCDA_FR1D_P2,2,6,Pomacentrus moluccensis
OCDA_FR1D,OCDA_FR1D_P1,1,2,Stegastes apicalis
OCDA_LA2S,OCDA_LA2S_P3,3,1,Neoglyphidodon melas
OCDA_BA1D,OCDA_BA1D_P3,3,15,Pomacentrus moluccensis
OCDA_BA1D,OCDA_BA1D_P2,2,10,Pomacentrus moluccensis
OCDA_BA1D,OCDA_BA1D_P1,1,23,Pomacentrus moluccensis
OCDA_BA1D,OCDA_BA1D_P1,1,9,Pomacentrus moluccensis
OCDA_BA1D,OCDA_BA1D_P4,4,1,Amblyglyphidodon curacao
ONLI_FR1S,ONLI_FR1S_P4,4,16,Pomacentrus imitator
ONLI_FR1S,ONLI_FR1S_P3,3,5,Pomacentrus lepidogenys
ONLI_FR1S,ONLI_FR1S_P3,3,10,Pomacentrus brachialis
ONLI_FR1S,ONLI_FR1S_P3,3,2,Pomacentrus amboinensis
ONLI_FR1S,ONLI_FR1S_P3,3,3,Pomacentrus coelestis
ONLI_FR1S,ONLI_FR1S_P2,2,11,Pomacentrus imitator
ONLI_FR1S,ONLI_FR1S_P2,2,2,Chaetodon kleinii
ONLI_FR1S,ONLI_FR1S_P2,2,4,Pomacentrus brachialis
ONLI_FR1S,ONLI_FR1S_P2,2,1,Oxycheilinus celebicus
ONLI_FR1S,ONLI_FR1S_P2,2,2,Chrysiptera rollandi
ONLI_FR1S,ONLI_FR1S_P2,2,1,Ecsenius bicolor
ONLI_FR1S,ONLI_FR1S_P1,1,10,Chromis ternatensis
ONLI_FR1S,ONLI_FR1S_P1,1,3,Chrysiptera rollandi
TSDU_LA1S,TSDU_LA1S_P1,1,1,Amblyglyphidodon curacao
TSDU_LA1S,TSDU_LA1S_P1,1,2,Amblyglyphidodon leucogaster
TSDU_LA1S,TSDU_LA1S_P1,1,7,Acanthochromis polyacanthus
TSDU_LA1S,TSDU_LA1S_P1,1,3,Neopomacentrus azysron
TSDU_LA1S,TSDU_LA1S_P3,3,9,Pomacentrus moluccensis
TSDU_LA1S,TSDU_LA1S_P3,3,3,Neopomacentrus azysron
TSDU_FR2S,TSDU_FR2S_P2,2,1,Halichoeres melanurus
TSDU_FR2S,TSDU_FR2S_P1,1,6,Pomacentrus wardi
TSDU_FR2S,TSDU_FR2S_P4,4,1,Chrysiptera rollandi
TSDU_FR2S,TSDU_FR2S_P3,3,1,Coris batuensis
ONLI_FL1S,ONLI_FL1S_P4,4,12,Neopomacentrus azysron
ONLI_FL1S,ONLI_FL1S_P4,4,5,Pomacentrus amboinensis
ONLI_FL1S,ONLI_FL1S_P3,3,10,Pomacentrus amboinensis
ONLI_FL1S,ONLI_FL1S_P3,3,2,Ptereleotris evides
TSDU_BA3S,TSDU_BA3S_P3,3,4,Chrysiptera rollandi
TSDU_BA3S,TSDU_BA3S_P2,2,1,Abudefduf bengalensis
TSDU_BA1S,TSDU_BA1S_P4,4,8,Pomacentrus moluccensis
TSDU_BA1S,TSDU_BA1S_P3,3,1,Pomacentrus amboinensis
TSDU_BA2S,TSDU_BA2S_P4,4,11,Chrysiptera rollandi
TSDU_BA2S,TSDU_BA2S_P4,4,3,Pomacentrus moluccensis
TSDU_BA2S,TSDU_BA2S_P4,4,1,Halichoeres melanurus
TSDU_BA2S,TSDU_BA2S_P3,3,6,Chrysiptera rollandi
TSDU_BA2S,TSDU_BA2S_P2,2,4,Pomacentrus moluccensis
TSDU_BA2S,TSDU_BA2S_P2,2,3,Pomacentrus adelus
TSDU_BA2S,TSDU_BA2S_P2,2,2,Pomacentrus brachialis
TSDU_BA2S,TSDU_BA2S_P2,2,1,Chrysiptera rollandi
TSDU_BA2S,TSDU_BA2S_P1,1,2,Pomacentrus adelus
TSDU_BA2S,TSDU_BA2S_P1,1,2,Halichoeres melanurus
TSDU_BA2S,TSDU_BA2S_P1,1,26,Neopomacentrus azysron
ONLI_FR2S,ONLI_FR2S_P1,1,1,Dischistodus melanotus
ONLI_FR2S,ONLI_FR2S_P1,1,3,Pomacentrus brachialis
ONLI_FR2S,ONLI_FR2S_P1,1,14,Pomacentrus moluccensis
ONLI_FR2S,ONLI_FR2S_P1,1,1,Pseudocheilinus hexataenia
ONLI_FR2S,ONLI_FR2S_P3,3,6,Pomacentrus lepidogenys
ONLI_FR2S,ONLI_FR2S_P2,2,1,Pomacentrus wardi
TSAU_FR2D,TSAU_FR2D_P4,4,15,Pomacentrus imitator
TSAU_FR2D,TSAU_FR2D_P3,3,10,Pomacentrus brachialis
TSAU_FR2D,TSAU_FR2D_P3,3,12,Chrysiptera rollandi
TSAU_FR2D,TSAU_FR2D_P3,3,1,Neopomacentrus azysron
TSAU_FR2D,TSAU_FR2D_P2,2,20,Pomacentrus imitator
TSAU_FR2D,TSAU_FR2D_P2,2,20,Pomacentrus brachialis
TSAU_FR2D,TSAU_FR2D_P1,1,5,Pomacentrus amboinensis
TSAU_FR1S,TSAU_FR1S_P4,4,15,Pomacentrus moluccensis
TSAU_FR1S,TSAU_FR1S_P3,3,10,Pomacentrus brachialis
TSAU_FR1S,TSAU_FR1S_P3,3,5,Pomacentrus adelus
TSAU_FR1S,TSAU_FR1S_P3,3,2,Halichoeres melanurus
TSAU_FR1S,TSAU_FR1S_P3,3,1,Coris batuensis
TSAU_FR1S,TSAU_FR1S_P2,2,5,Pomacentrus brachialis
TSAU_FR1S,TSAU_FR1S_P2,2,55,Neopomacentrus azysron
TSAU_FR1S,TSAU_FR1S_P2,2,12,Pomacentrus adelus
TSAU_FR1S,TSAU_FR1S_P2,2,1,Pomacentrus vaiuli
TSAU_FR1S,TSAU_FR1S_P1,1,10,Pomacentrus brachialis
TSAU_FR1S,TSAU_FR1S_P1,1,2,Neoglyphidodon melas
TSAU_FR1S,TSAU_FR1S_P1,1,1,Chrysiptera flavipinnis
TSAU_FR1S,TSAU_FR1S_P1,1,1,Pomacentrus vaiuli
TSMA_BA2S,TSMA_BA2S_P1,1,1,Amblyglyphidodon curacao
TSMA_BA2S,TSMA_BA2S_P1,1,4,Pomacentrus adelus
TSMA_BA2S,TSMA_BA2S_P1,1,1,Acanthochromis polyacanthus
TSMA_BA2S,TSMA_BA2S_P2,2,9,Pomacentrus adelus
TSMA_BA2S,TSMA_BA2S_P3,3,1,Amblyglyphidodon curacao
TSMA_BA2S,TSMA_BA2S_P4,4,5,Amblyglyphidodon curacao
TSMA_BA2S,TSMA_BA2S_P4,4,1,Acanthochromis polyacanthus
TSMA_BA2S,TSMA_BA2S_P4,4,3,Cheilodipterus quinquelineatus
TSAU_FR2S,TSAU_FR2S_P4,4,3,Pomacentrus amboinensis
TSAU_FR2S,TSAU_FR2S_P4,4,2,Pomacentrus imitator
TSAU_FR2S,TSAU_FR2S_P3,3,8,Pomacentrus brachialis
TSAU_FR2S,TSAU_FR2S_P3,3,1,Amblyglyphidodon curacao
TSAU_FR2S,TSAU_FR2S_P2,2,1,Stethojulis interrupta
TSAU_FR2S,TSAU_FR2S_P4,4,1,Acanthochromis polyacanthus
TSDU_FR1S,TSDU_FR1S_P4,4,1,Halichoeres melanurus
TSDU_FR1S,TSDU_FR1S_P2,2,1,Chrysiptera rollandi
TSDU_FR1S,TSDU_FR1S_P2,2,6,Pomacentrus moluccensis
TSAU_FL1S,TSAU_FL1S_P4,4,2,Pomacentrus imitator
TSAU_FL1S,TSAU_FL1S_P3,3,50,Cheilodipterus quinquelineatus
TSAU_FL1S,TSAU_FL1S_P2,2,20,Cheilodipterus quinquelineatus
TSAU_FL1S,TSAU_FL1S_P2,2,1,Stethojulis strigiventer
TSAU_FL1S,TSAU_FL1S_P1,1,8,Chrysiptera rollandi
TSAU_FL1S,TSAU_FL1S_P1,1,5,Cirrhilabrus punctatus
TSAU_BA2S,TSAU_BA2S_P4,4,1,Halichoeres melanurus
TSAU_BA2S,TSAU_BA2S_P3,3,2,Stegastes fasciolatus
TSAU_BA2S,TSAU_BA2S_P2,2,80,Pomacentrus moluccensis
TSAU_BA2S,TSAU_BA2S_P2,2,50,Neopomacentrus azysron
